# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.100        0.000       75.043     3011.766
       0.301       14.925       89.480     3029.766
       0.502        0.000       89.480     3029.766
       0.703        1.250       89.480     3029.766
       0.903       28.675      135.043     3080.766
       1.104       12.475      151.797     3098.766
       1.304       59.850      271.570     3207.211
       1.505       46.100      329.438     3244.168
       1.706       69.775      370.414     3246.168
       1.906       57.350      406.109     3248.168
       2.107       62.325      431.758     3249.168
       2.307       48.600      437.551     3316.172
       2.508       56.100      446.512     3320.180
       2.709       44.825      454.082     3450.188
       2.909       57.325      477.105     3647.199
       3.110       63.550      484.406     3974.219
       3.310       62.275      489.719     3974.219
       3.511       74.725      499.012     4236.285
       3.712       82.275      505.215     4304.426
       3.912       66.100      510.371     4314.938
       4.113       69.775      521.793     4339.637
       4.314       72.275      533.367     4343.645
       4.514       64.825      537.543     4348.930
       4.715       57.325      540.289     4351.934
       4.915       61.075      544.895     4354.938
       5.116       59.850      546.984     4354.938
       5.316       41.125      549.941     4361.793
       5.517       49.875      552.977     4364.934
       5.717       57.325      558.320     4366.871
       5.918       61.075      562.430     4368.871
       6.119       39.875      567.809     4371.188
       6.319       74.775      583.039     4371.188
       6.520       75.975      584.723     4371.188
       6.720       62.300      586.422     4371.875
       6.921       81.025      587.305     4374.012
       7.122       72.300      588.660     4380.902
       7.322       84.775      590.988     4382.191
       7.523       39.800      593.977     4384.461
       7.724        0.000      593.977     4384.461
       7.926        0.000      593.977     4384.461
       8.128       12.425      593.977     4384.461
       8.328        1.250      593.977     4384.461
       8.530        3.725      593.977     4384.461
       8.731        0.000      593.977     4384.461
       8.932        0.000      593.977     4384.461
       9.133        0.000      593.977     4384.461
       9.334        0.000      593.977     4384.461
       9.535        2.475      593.977     4384.461
       9.737        0.000      593.977     4384.461
       9.938        1.250      593.977     4384.461
      10.140        6.200      594.230     4384.461
      10.341        0.000      594.230     4384.461
