# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.005        0.000       50.613     3134.020
       0.207       42.250       79.203     3229.023
       0.409       27.200      100.344     3256.023
       0.611       45.725      138.863     3305.023
       0.813       19.825      149.898     3318.023
       1.015       76.500      225.801     3522.039
       1.217       75.700      292.062     3588.039
       1.418       63.325      307.289     3588.039
       1.620       83.250      331.555     3588.039
       1.821       73.275      355.367     3591.039
       2.022       79.425      368.035     3591.039
       2.224       55.900      374.883     3658.043
       2.425       54.725      385.219     3660.043
       2.626       45.950      388.648     3660.043
       2.827       60.750      392.945     4052.066
       3.031       56.450      395.512     4312.082
       3.233       66.950      400.203     4315.082
       3.435       76.875      402.988     4315.082
       3.636       80.675      408.395     4382.086
       3.837       80.675      413.523     4388.113
       4.039       85.525      418.594     4394.156
       4.240       80.700      426.938     4398.160
       4.442       89.425      431.574     4406.449
       4.643       84.375      439.039     4410.469
       4.845       76.775      445.055     4436.188
       5.046       79.525      454.180     4440.195
       5.247       83.275      455.164     4440.195
       5.449       73.325      460.188     4443.195
       5.650       81.925      462.918     4443.195
       5.852       84.300      466.387     4446.199
       6.053       86.775      468.934     4447.203
       6.255       82.000      470.258     4447.203
       6.456       91.825      470.973     4447.203
       6.658       63.250      474.055     4454.191
       6.859       52.175      477.516     4457.195
       7.060       54.575      481.918     4460.059
       7.262       73.350      485.801     4460.059
       7.463       43.525      491.312     4464.059
       7.664       58.375      552.930     4464.059
       7.865       65.800      612.039     4467.062
       8.067       63.325      615.270     4469.062
       8.268       78.225      615.781     4469.062
       8.469       78.150      627.355     4469.195
       8.671       79.475      632.875     4469.062
       8.872       73.250      636.492     4471.062
       9.074       48.425      640.570     4475.062
       9.275       57.200      643.578     4475.062
       9.476       58.275      645.922     4477.062
       9.678       70.775      648.211     4480.062
       9.879       60.825      650.156     4482.070
      10.080       67.075      657.746     4484.070
      10.282       77.000      659.969     4486.070
      10.483       52.125      668.047     4486.070
      10.684       65.825      669.742     4488.070
      10.886       67.100      672.066     4490.078
      11.087       74.600      674.129     4492.078
      11.288       68.300      676.445     4492.078
      11.489       78.200      679.164     4492.078
      11.691       83.125      680.391     4495.090
      11.892       75.725      681.734     4497.090
      12.094       80.650      682.879     4497.090
      12.295       67.050      686.262     4497.090
      12.497       29.675      688.273     4499.090
      12.701        0.000      688.273     4499.090
      12.915        5.850      688.273     4499.090
      13.122        0.000      688.273     4499.090
      13.326        0.000      688.273     4499.090
      13.530        7.375      689.895     4502.621
      13.731       81.900      691.770     4507.648
      13.932       89.425      692.965     4507.648
      14.133       91.950      696.289     4512.184
      14.335       94.400      697.109     4514.184
      14.536       93.100      698.984     4514.184
      14.738       95.525      700.746     4514.184
      14.939       94.300      701.305     4516.184
      15.142       88.600      702.840     4516.184
      15.344       92.875      703.273     4516.184
      15.545       94.400      704.137     4516.184
      15.747       93.125      704.828     4516.184
      15.948       93.150      705.500     4516.184
      16.150       91.625      706.344     4516.184
      16.351       93.025      707.270     4516.184
      16.553       94.350      708.047     4516.184
      16.754       90.675      709.668     4516.184
      16.956       91.875      710.812     4516.184
      17.157       93.150      711.582     4516.184
      17.358       91.825      712.527     4516.184
      17.560       91.875      713.719     4516.184
      17.761       90.650      714.691     4516.184
      17.962       89.375      715.938     4516.184
      18.164       90.600      716.746     4516.184
      18.366       90.250      717.797     4516.184
      18.568       90.325      718.523     4516.184
      18.770       90.575      719.668     4516.184
      18.971       88.025      720.836     4516.184
      19.173       86.900      721.277     4516.184
      19.374       89.375      721.938     4516.184
      19.576       85.600      723.320     4517.184
      19.777       86.900      724.094     4517.184
      19.978       86.900      724.840     4517.184
      20.180       44.575      724.840     4517.184
      20.383        0.000      724.840     4517.184
      20.590        0.000      724.840     4517.184
      20.797        1.200      724.879     4517.184
      21.000        0.000      724.879     4517.184
