# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.002        0.000       44.801     2632.824
       0.203       31.075       83.375     2740.828
       0.404       51.000      130.355     2856.836
       0.605       52.225      179.258     2914.836
       0.806       60.825      226.934     3242.902
       1.007       46.075      275.250     3489.926
       1.208       47.250      291.246     3816.945
       1.410       74.425      299.977     3816.945
       1.611       84.525      316.629     3818.945
       1.812       84.400      337.387     3819.945
       2.013       88.175      343.684     3819.945
       2.215       89.425      354.098     3819.945
       2.419       83.300      362.586     3819.945
       2.620       87.000      363.965     3819.945
       2.821       83.350      366.156     3819.945
       3.022       79.625      371.391     3819.945
       3.223       83.300      373.969     3819.945
       3.424       82.100      380.336     3821.945
       3.625       49.750      381.109     3821.945
       3.830       14.625      382.656     3821.945
       4.032        0.000      382.656     3821.945
       4.234        0.000      382.656     3821.945
       4.437        0.000      382.656     3821.945
