# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.003        0.000       25.176     3167.652
       0.204       23.613       39.242     3168.227
       0.405       29.225       57.266     3172.375
       0.606       39.800       71.148     3174.113
       0.807       46.038       81.117     3174.113
       1.008       37.275       87.914     3176.113
       1.210       29.825       94.629     3243.117
       1.411       35.438      103.301     3247.125
       1.612       32.300      110.488     3639.148
       1.813       41.600      136.113     3901.492
       2.014       51.638      162.395     3901.164
       2.215       62.163      183.160     4230.184
       2.416       46.025      189.219     4624.297
       2.617       48.525      197.105     4758.656
       2.818       57.788      200.992     4960.789
       3.019       36.700      205.590     5026.789
       3.220       44.087      210.629     5158.797
       3.422       47.750      213.141     5223.801
       3.623       48.462      216.137     5223.801
       3.825       33.500      222.523     5232.660
       4.026       31.025      227.012     5297.664
       4.227       36.688      230.965     5299.738
       4.429       40.337      236.918     5301.738
       4.630       53.438      238.906     5303.738
       4.831       44.712      240.770     5303.738
       5.032       46.650      246.312     5303.738
       5.233       46.650      255.980     5303.738
       5.434       50.375      256.820     5303.738
       5.635       51.587      259.645     5303.738
       5.836       46.625      261.730     5303.738
       6.037       50.413      266.512     5303.738
       6.238       41.025      267.746     5368.742
       6.439       52.825      269.012     5890.773
       6.640       56.000      273.117     5890.773
       6.841       41.038      274.645     5890.773
       7.042       18.650      274.859     5890.773
       7.245        1.238      274.902     5890.773
       7.448        0.000      274.902     5890.773
       7.655        0.000      274.902     5890.773
       7.857        0.000      274.902     5890.773
       8.058       49.000      278.746     6088.309
       8.259       68.338      280.613     6090.309
       8.461       64.575      283.207     6090.309
       8.662       67.013      285.121     6090.309
       8.863       65.250      294.621     6090.309
       9.064       67.800      307.047     6090.309
       9.266       63.837      314.867     6090.309
       9.467       52.237      315.773     6090.309
       9.668       56.587      311.078     6090.309
       9.869       57.188      311.285     6090.309
      10.070       55.362      311.355     6090.309
      10.271       49.712      311.355     6090.309
      10.472       37.288      311.645     6090.309
      10.673       36.075      312.719     6090.309
      10.874       12.438      312.719     6090.309
      11.076       10.550      313.238     6090.309
