# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.002        0.000       25.977     3167.637
       0.203       20.538       40.742     3167.652
       0.404       31.688       64.762     3172.457
       0.606       37.825       81.383     3174.098
       0.807       46.612       89.617     3174.098
       1.008       35.462       99.145     3176.098
       1.209       28.575      105.633     3243.102
       1.410       34.750      113.188     3245.109
       1.612       40.962      131.020     3639.133
       1.813       40.938      149.340     3903.465
       2.015       59.663      171.727     3901.148
       2.216       55.925      187.754     4230.219
       2.416       46.675      195.879     4626.633
       2.617       48.487      203.930     4959.770
       2.819       50.325      210.141     5024.816
       3.020       53.950      215.594     5091.852
       3.222       37.900      212.941     5091.895
       3.423       42.263      218.223     5223.902
       3.624       49.663      223.617     5225.902
       3.826       37.837      230.227     5232.762
       4.027       29.800      235.711     5299.766
       4.228       29.212      239.660     5299.766
       4.429       32.288      246.094     5303.766
       4.631       40.362      249.633     5303.766
       4.832       42.263      255.430     5303.766
       5.033       44.837      260.539     5303.766
       5.234       72.800      261.430     5368.770
       5.435       49.100      264.062     5370.770
       5.635       54.763      266.793     5372.770
       5.836       54.712      272.840     5372.770
       6.038       44.737      277.637     5376.770
       6.239       34.138      280.801     5378.770
       6.440       32.275      284.027     5380.770
       6.641       47.875      286.746     5512.777
       6.843       40.388      289.648     5514.777
       7.044       34.212      292.617     5514.777
       7.245       26.738      295.250     5516.777
       7.446       34.212      299.426     5648.785
       7.647       52.212      301.152     5648.785
       7.848       44.150      305.844     5648.785
       8.048       36.737      307.660     6040.809
       8.249       37.950      310.641     6105.812
       8.450       36.087      315.395     6105.812
       8.652       14.887      316.789     6107.812
       8.853        0.000      316.789     6107.812
       9.060        0.000      316.789     6107.812
       9.263        0.000      316.789     6107.812
       9.466        0.000      316.789     6107.812
       9.667       19.238      319.184     6112.344
       9.869       73.950      321.508     6112.344
      10.069       72.162      324.469     6114.344
      10.271       76.438      327.043     6115.348
      10.472       73.987      329.027     6115.348
      10.673       71.600      330.090     6115.348
      10.874       70.912      331.734     6115.348
      11.075       70.225      333.609     6115.348
      11.276       72.138      339.887     6115.348
      11.477       66.588      346.402     6115.348
      11.678       62.850      347.691     6115.348
      11.879       65.950      349.262     6115.348
      12.079       60.950      350.707     6115.348
      12.282       35.087      350.957     6115.348
      12.485        0.613      350.957     6115.348
      12.688        0.000      350.957     6115.348
      12.893        0.000      350.957     6115.348
      13.096        0.613      350.977     6115.348
