# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.002        0.000       38.887     2712.777
       0.203       16.175       87.375     2809.480
       0.404       14.925      116.820     2845.559
       0.605       23.012      169.824     2904.559
       0.806       20.525      218.230     2960.559
       1.007       16.800      250.332     2995.578
       1.208       19.262      294.266     3042.578
       1.409       15.537      301.984     3046.578
       1.610       21.775      312.199     3048.578
       1.811       23.012      323.773     3050.578
       2.012       16.163      334.867     3117.582
       2.213       14.300      342.035     3121.582
       2.414       14.925      349.637     3192.703
       2.615       24.250      359.828     3324.711
       2.816        3.100      362.820     3391.715
       3.023        0.000      362.820     3391.715
       3.225       13.637      374.695     3392.715
       3.426       35.475      389.109     3461.793
       3.628        5.575      392.461     3461.793
       3.834        0.000      392.461     3461.793
       4.039        0.000      392.461     3461.793
       4.246        0.000      392.461     3461.793
       4.449        0.000      392.461     3461.793
       4.650       33.475      393.387     3721.809
       4.852       63.975      400.551     3723.809
       5.053       63.413      407.641     3723.809
       5.254       67.775      412.164     3724.809
       5.455       68.400      415.141     3725.809
       5.656       65.888      417.027     3725.809
       5.857       68.312      418.230     3725.809
       6.058       62.125      423.527     3728.809
       6.259       61.550      423.961     3728.809
       6.461       61.487      424.250     3728.809
       6.662       62.700      426.406     3731.809
       6.863       54.050      426.539     3731.809
       7.064       24.238      428.316     3732.809
       7.266       11.162      428.316     3732.809
       7.472        0.000      428.316     3732.809
       7.674        0.000      428.316     3732.809
