# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.003        0.000       19.812     1887.504
       0.204       17.425       28.520     2330.559
       0.406       33.450       39.539     2330.672
       0.607       36.050       47.770     2332.711
       0.809       42.100       51.359     2332.711
       1.010       43.450       56.691     2399.715
       1.211       24.900       61.277     2401.734
       1.413       37.200       68.094     2598.746
       1.614       29.850       72.875     2665.750
       1.815       43.425       79.250     3122.777
       2.016       68.375       82.945     3122.777
       2.217       64.625       87.688     3122.777
       2.419       65.750       88.516     3122.777
       2.621       61.875       89.367     3122.777
       2.822       63.300       90.031     3122.777
       3.023       62.175       92.043     3122.777
       3.224       64.650      108.375     3122.777
       3.425       75.975      122.695     3126.504
       3.626       78.300      122.047     3124.777
       3.827       53.475      122.195     3124.777
       4.028       73.400      122.383     3124.777
       4.230       63.325      122.461     3124.777
       4.432       25.900      122.797     3124.777
       4.639        0.000      122.797     3124.777
       4.841        0.000      122.797     3124.777
       5.044        0.000      122.797     3124.777
       5.249        0.000      118.246     3124.777
