# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.010        0.000       30.336     2914.098
       0.210       49.875       78.984     3014.770
       0.411       11.200       87.750     3025.770
       0.612        0.000       87.750     3025.770
       0.813        0.000       87.750     3025.770
       1.014       29.900      121.652     3064.770
       1.215       24.925      155.656     3099.699
       1.415       52.375      277.707     3196.703
       1.616       53.625      341.273     3245.172
       1.816       69.800      395.340     3247.172
       2.017       62.300      417.441     3247.172
       2.217       54.850      430.867     3315.176
       2.418       57.325      443.934     3319.184
       2.618       47.425      467.957     3646.203
       2.819       62.325      477.402     3971.223
       3.020       58.575      489.680     4041.227
       3.220       76.050      495.027     4302.246
       3.421       83.475      501.586     4306.305
       3.621       73.525      510.953     4317.359
       3.822       74.775      522.305     4345.062
       4.022       71.050      534.141     4346.074
       4.225       65.575      540.895     4347.145
       4.425       57.350      543.047     4351.609
       4.626       69.800      550.715     4356.609
       4.826       69.800      552.516     4357.613
       5.027       62.300      554.340     4359.613
       5.227       47.350      557.426     4366.469
       5.428       52.350      561.504     4367.473
       5.629       49.850      564.105     4369.473
       5.829       71.000      566.051     4369.473
       6.030       63.550      572.152     4372.336
       6.231       46.100      580.027     4374.336
       6.431       77.250      587.512     4374.336
       6.632       54.850      591.016     4375.340
       6.832       56.075      593.805     4377.340
       7.033       68.575      595.375     4379.340
       7.234       64.575      596.820     4379.340
       7.435       57.325      601.766     4383.340
       7.635       38.625      608.539     4385.340
       7.836       38.650      612.812     4387.340
       8.037       53.600      615.020     4387.340
       8.237       44.875      617.703     4391.348
       8.438       44.875      620.164     4393.348
       8.638       39.900      622.871     4395.348
       8.839       51.100      625.223     4395.348
       9.039       52.350      628.484     4397.348
       9.240       67.325      630.770     4399.766
       9.440       72.300      632.582     4401.902
       9.641       63.575      633.590     4401.375
       9.842       66.075      634.262     4402.379
      10.042       59.825      635.504     4406.395
      10.243       81.000      636.848     4411.539
      10.443       78.475      639.855     4412.074
      10.644       54.850      640.805     4412.074
      10.845       14.950      640.805     4412.074
      11.045        0.000      640.805     4412.074
      11.247        0.000      640.805     4412.074
      11.447        0.000      640.805     4412.074
      11.648        2.475      640.867     4412.074
      11.850       12.425      640.867     4412.074
      12.051        0.000      640.867     4412.074
      12.252        0.000      640.867     4412.074
      12.454        0.000      640.867     4412.074
      12.655        6.225      640.867     4412.074
      12.856        0.000      640.867     4412.074
      13.057        0.000      640.867     4412.074
      13.258        0.000      640.867     4412.074
      13.459        0.000      640.867     4412.074
      13.660        2.475      640.945     4412.074
