# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.002        0.000       45.332     2632.824
       0.203       33.625       90.199     2744.828
       0.403       47.325      148.953     2805.828
       0.604       54.725      209.363     2938.836
       0.806       41.025      249.008     2992.836
       1.007       39.775      285.000     3025.836
       1.208       39.775      302.672     3027.836
       1.409       53.550      322.664     3224.855
       1.610       59.700      359.602     3297.902
       1.811       26.100      369.184     3299.902
       2.012       37.350      381.215     3310.031
       2.213       34.800      387.805     3509.043
       2.415        0.000      387.805     3509.043
       2.616        0.000      387.805     3509.043
       2.820        0.000      387.805     3509.043
       3.027        0.000      387.805     3509.043
       3.229        6.200      388.820     3509.043
       3.430       43.525      397.922     3644.051
       3.631       52.225      405.695     3904.066
       3.832       84.625      408.020     3910.082
       4.033       89.500      410.230     3910.082
       4.234       92.025      416.641     3912.082
       4.435       89.400      419.402     3912.082
       4.636       84.625      423.098     3912.082
       4.837       89.575      424.070     3912.082
       5.038       80.925      425.191     3912.082
       5.239       87.100      427.504     3912.082
       5.440       82.125      428.441     3912.082
       5.641       84.525      429.254     3912.082
       5.842       83.300      430.500     3912.082
       6.043       84.525      431.059     3912.082
       6.244       83.450      432.035     3912.082
       6.445       83.325      432.105     3912.082
       6.646       80.850      432.363     3912.082
       6.847       37.175      433.727     3914.082
       7.049        0.000      433.727     3914.082
       7.251        0.000      433.727     3914.082
       7.452        0.000      433.727     3914.082
       7.658        0.000      433.727     3914.082
