# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.003        0.000       24.906     2669.789
       0.203        6.850       35.516     2670.711
       0.404       12.450       45.469     2674.332
       0.605       22.375       57.734     2674.332
       0.806       23.038       66.586     2676.332
       1.007       21.800       77.578     2678.332
       1.208       14.938       85.770     2680.348
       1.409       14.938       89.031     2682.348
       1.610       20.538       93.262     2684.348
       1.811       29.800       99.020     2686.348
       2.012       33.612      134.703     2755.988
       2.213       30.488      148.531     2757.352
       2.414       22.975      154.734     2828.473
       2.615       27.975      161.410     2960.480
       2.816        1.238      161.551     3027.484
       3.018        0.000      161.551     3027.484
       3.220        4.338      162.996     3027.484
       3.421       20.525      168.973     3096.488
       3.626       10.975      171.672     3096.562
       3.829        0.000      171.672     3096.562
       4.032        0.000      171.672     3096.562
       4.235        0.000      171.672     3096.562
       4.437        0.613      171.672     3096.562
       4.639       26.062      172.527     3356.578
       4.840       56.562      174.898     3356.578
       5.041       55.900      182.906     3423.582
       5.242       59.075      184.453     3423.582
       5.443       51.675      185.137     3423.582
       5.644       54.100      185.996     3618.594
       5.845       63.388      186.934     3618.594
       6.046       64.600      188.219     3618.594
       6.248       60.812      189.520     3618.594
       6.449       49.112      189.793     3618.594
       6.650       54.725      190.262     3618.594
       6.852       17.325      190.395     3618.594
       7.055        0.000      190.395     3618.594
       7.257        0.000      190.395     3618.594
       7.462        0.000      190.395     3618.594
       7.668        0.000      190.395     3618.594
