# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.004        0.000       20.828     2385.336
       0.205       27.375       29.707     2827.711
       0.408       42.950       42.770     2827.711
       0.609       45.975       64.934     2832.465
       0.811       44.700       73.719     2834.012
       1.012       50.850       78.078     2834.156
       1.215       65.525       86.156     2834.156
       1.416       53.400       92.441     2836.156
       1.617       55.900       98.586     2836.156
       1.819       37.150      102.730     2903.160
       2.020       38.550      107.355     2905.168
       2.222       58.275      119.672     2907.168
       2.424       47.050      125.617     3299.191
       2.632       41.950      130.621     3561.207
       2.835       55.525      133.168     3561.207
       3.036       68.200      141.680     3953.230
       3.238       73.250      145.773     3958.293
       3.440       69.300      150.742     3968.766
       3.641       54.600      155.715     3972.773
       3.843       76.850      160.766     3983.906
       4.045       82.975      161.238     3983.906
       4.248       75.075      161.414     3983.906
       4.450       72.875      163.660     3985.957
       4.653       56.825      168.305     3987.988
       4.855       60.625      170.066     3987.988
       5.056       54.625      171.680     3990.031
       5.259       59.250      177.949     3992.973
       5.460       68.225      186.496     3995.043
       5.662       53.250      189.473     3995.043
       5.864       58.150      193.707     4001.902
       6.067       39.550      197.484     4002.906
       6.269       45.625      200.730     4004.906
       6.471       45.900      204.805     4006.906
       6.673       42.075      211.613     4008.906
       6.874       55.800      215.266     4008.906
       7.076       75.525      219.316     4008.906
       7.278       62.000      225.508     4009.910
       7.480       69.350      227.828     4009.910
       7.682       79.300      230.668     4011.910
       7.883       76.950      232.660     4013.910
       8.085       78.125      235.254     4013.910
       8.288       75.075      239.469     4015.910
       8.489       54.650      243.066     4019.910
       8.690       52.225      244.145     4019.910
       8.892       59.550      246.293     4021.910
       9.093       52.175      248.887     4021.910
       9.295       33.400      251.508     4025.918
       9.511       41.700      254.059     4027.918
       9.713       47.050      255.547     4027.918
       9.914       30.975      257.477     4029.918
      10.115       38.550      254.051     4029.918
      10.316       47.250      255.355     4029.918
      10.517       63.425      256.859     4033.926
      10.719       69.525      257.672     4033.926
      10.920       75.625      259.238     4033.926
      11.122       50.925      259.953     4035.926
      11.324       75.400      263.281     4039.941
      11.526       81.575      268.680     4040.945
      11.729       72.700      278.629     4045.957
      11.931       43.300      283.074     4050.977
      12.133       78.125      285.480     4060.012
      12.336       86.000      290.020     4060.012
      12.539       84.950      292.727     4060.012
      12.741       75.625      294.043     4062.012
      12.943       77.725      295.594     4062.012
      13.145       87.975      297.258     4062.012
      13.347       84.425      299.590     4062.012
      13.549       79.100      301.277     4062.012
      13.750       83.275      304.355     4062.012
      13.953       78.800      306.496     4062.012
      14.154       78.325      308.477     4062.012
      14.356       81.650      311.512     4062.012
      14.557       82.000      313.520     4062.012
      14.760       80.425      315.152     4062.012
      14.961       68.300      316.188     4062.012
      15.163       70.650      317.059     4062.012
      15.364       68.350      318.992     4062.012
      15.566       67.950      319.242     4062.012
      15.768       70.600      319.816     4062.012
      15.969       70.900      319.816     4062.012
      16.170       70.825      323.156     4062.012
      16.371       65.875      323.500     4062.012
      16.574       50.450      323.621     4062.012
      16.778        0.000      323.621     4062.012
      16.981        1.225      323.621     4062.012
      17.183        0.000      323.621     4062.012
      17.386        0.000      323.621     4062.012
