# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.015        0.000       56.883     2704.148
       0.217       24.825       79.992     2732.148
       0.418       33.550      103.957     2760.148
       0.619       41.050      125.379     2847.156
       0.820       50.925      160.148     2889.156
       1.022       44.675      183.336     2921.156
       1.223       50.900      204.805     3151.215
       1.425       29.775      225.973     3246.219
       1.625       28.600      249.891     3468.230
       1.833       33.725      271.910     3558.246
       2.036        2.475      272.004     3558.246
       2.238       27.200      279.879     3560.246
       2.441        0.000      279.879     3560.246
       2.646        0.000      279.879     3560.246
       2.857        0.000      279.879     3560.246
       3.070        0.000      279.879     3560.246
       3.272        8.675      280.906     3625.250
       3.474       82.775      289.703     3821.262
       3.675       89.500      308.352     3823.262
       3.876       89.500      327.324     3824.262
       4.079       88.875      337.508     3824.262
       4.280       90.575      354.949     3824.262
       4.481       92.050      363.141     3824.262
       4.682       88.150      367.195     3826.262
       4.884       89.325      367.699     3826.262
       5.085       86.900      368.594     3826.262
       5.287       86.925      375.297     3826.262
       5.488       83.075      383.773     3828.262
       5.690       88.075      383.773     3828.262
       5.891       88.075      383.773     3828.262
       6.093       63.250      384.547     3828.262
       6.296       14.750      384.547     3828.262
       6.504        0.000      384.547     3828.262
       6.706        0.000      384.547     3828.262
       6.908        0.000      384.547     3828.262
