# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.007        0.000       45.727     3130.699
       0.208       53.500       97.254     3253.703
       0.408       67.250      175.844     3345.703
       0.609       73.350      284.383     3585.719
       0.810       57.200      301.805     3585.719
       1.011       77.200      341.406     3585.719
       1.212       74.600      367.312     3588.719
       1.413       57.175      379.789     3655.723
       1.615       54.700      391.996     3659.723
       1.815       53.525      396.668     4116.750
       2.016       62.250      401.020     4313.762
       2.217       68.400      414.703     4317.773
       2.419       79.375      423.051     4390.801
       2.620       80.850      429.551     4404.137
       2.820       69.750      437.039     4416.273
       3.021       75.850      442.566     4419.285
       3.223       84.450      468.793     4424.066
       3.424       77.150      478.500     4428.574
       3.625       84.575      481.695     4431.578
       3.826       62.000      484.844     4434.582
       4.027       58.450      490.262     4442.164
       4.228       70.950      495.512     4443.305
       4.430       64.625      499.477     4445.168
       4.631       50.875      506.809     4449.168
       4.832       68.375      605.523     4449.305
       5.033       55.950      646.398     4452.309
       5.234       70.775      648.348     4454.172
       5.436       81.925      654.023     4457.445
       5.637       59.775      660.941     4463.582
       5.838       47.150      664.719     4465.582
       6.039       67.150      671.844     4467.441
       6.240       60.900      680.191     4471.449
       6.441       75.875      683.230     4472.449
       6.642       41.025      686.996     4474.449
       6.843       57.175      690.145     4476.449
       7.044       68.475      692.195     4480.590
       7.245       73.375      695.242     4481.457
       7.446       64.700      698.691     4481.457
       7.647       74.625      701.680     4489.477
       7.850       83.750      704.559     4489.477
       8.051       44.750      710.203     4491.477
       8.252       74.650      714.406     4500.547
       8.453       87.075      717.453     4501.277
       8.654       89.550      719.434     4503.277
       8.855       89.550      721.441     4503.277
       9.056       92.025      723.707     4505.277
       9.257       89.525      725.113     4505.277
       9.458       89.575      726.453     4505.277
       9.659       89.525      727.574     4505.277
       9.860       88.325      729.234     4505.277
      10.061       89.550      731.027     4505.277
      10.262       90.800      732.438     4505.277
      10.464       87.950      734.207     4505.277
      10.665       85.750      735.422     4505.277
      10.866       87.050      736.859     4505.277
      11.068       90.525      738.109     4505.277
      11.269       85.800      739.680     4505.277
      11.470       88.150      741.391     4505.277
      11.671       85.825      743.355     4505.277
      11.872       88.325      744.746     4505.277
      12.074       43.425      746.012     4505.277
      12.278        0.000      746.012     4505.277
      12.480        0.000      746.012     4505.277
      12.685        2.450      746.012     4505.277
      12.888        2.475      746.012     4505.277
