# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.009        0.000       34.281     2417.516
       0.210       37.400       74.387     2504.688
       0.410       31.150       91.289     2522.934
       0.611       58.525      132.977     2567.973
       0.812       62.325      203.746     2721.977
       1.012       42.375      243.152     2955.008
       1.218       25.475      260.250     2972.008
       1.419       54.725      289.707     3139.016
       1.620       19.900      300.797     3144.016
       1.821        0.000      300.797     3144.016
       2.022        0.000      300.797     3144.016
       2.223        0.000      300.797     3144.016
       2.425        0.000      300.797     3144.016
       2.626        3.725      300.801     3209.020
       2.828        0.000      300.801     3209.020
       3.029        1.250      300.801     3209.020
       3.231        0.000      300.801     3209.020
       3.432        0.000      300.801     3209.020
       3.634        4.975      300.805     3274.023
       3.835        0.000      300.805     3274.023
       4.036        1.250      300.805     3274.023
       4.237        0.000      300.805     3274.023
       4.438        0.000      300.805     3274.023
