# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.002        0.000       36.539     3209.457
       0.202       31.125      102.227     3340.898
       0.404       34.712      204.926     3455.234
       0.606       32.900      285.680     3536.199
       0.807       36.050      310.395     3538.348
       1.008       32.275      338.781     3540.348
       1.209       33.525      354.035     3543.348
       1.411       31.613      364.164     3610.359
       1.612       27.325      372.664     3612.359
       1.813       32.288      376.438     4004.383
       2.015       29.775      383.613     4266.398
       2.216       50.337      397.305     4725.426
       2.417       44.712      405.262     4990.535
       2.618       39.800      414.984     5457.090
       2.819       44.788      420.656     5459.090
       3.020       44.138      425.113     5526.094
       3.221       46.025      431.957     5595.098
       3.423       37.237      434.789     5727.105
       3.624       31.012      439.047     5731.965
       3.826       32.325      443.141     5798.969
       4.028       29.050      448.238     5801.043
       4.229       42.888      457.273     5806.359
       4.430       26.075      462.664     5808.359
       4.631       58.487      464.754     5808.359
       4.832       46.638      467.031     5808.359
       5.033       34.200      475.984     5808.359
       5.234       39.150      480.625     5808.359
       5.435       42.987      484.414     5808.359
       5.636       39.788      488.949     5808.359
       5.837       38.550      492.125     5808.359
       6.038       47.237      495.746     5875.047
       6.240       46.525      496.988     6201.070
       6.441       36.075      498.121     6330.074
       6.642       32.987      499.582     6397.078
       6.843       12.425      499.582     6397.078
       7.045        4.312      499.582     6397.078
       7.249        0.000      499.582     6397.078
       7.456        0.600      499.582     6397.078
       7.658       18.613      502.531     6402.680
       7.859       59.075      504.656     6402.680
       8.060       60.225      507.379     6404.680
       8.261       63.375      508.715     6404.680
       8.462       56.612      510.492     6404.680
       8.664       53.112      512.238     6404.680
       8.866       57.138      515.781     6404.680
       9.067       55.800      516.391     6404.680
       9.269       51.538      516.641     6404.680
       9.470       49.675      516.867     6404.680
       9.671       49.125      516.867     6404.680
       9.872       27.312      516.867     6404.680
      10.074        7.412      516.867     6404.680
      10.279        0.000      516.867     6404.680
      10.483        0.613      516.867     6404.680
      10.686        0.000      516.867     6404.680
