# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.003        0.000       19.500     1887.754
       0.204       18.675       35.871     2418.113
       0.405       51.000       88.570     2516.031
       0.606       28.550      120.930     2553.465
       0.807       41.025      159.121     2603.504
       1.009       33.500      191.844     2637.504
       1.212       32.000      218.672     2671.504
       1.414       29.725      247.496     2701.504
       1.615       23.625      255.770     2711.523
       1.816       27.325      273.125     2728.523
       2.018       38.475      301.090     2751.523
       2.219       27.350      306.996     2753.523
       2.420       31.075      311.113     2753.523
       2.621       48.475      323.262     2820.527
       2.822       32.350      329.082     2822.527
       3.023       29.775      337.422     2824.527
       3.225       23.625      339.184     2824.527
       3.426       24.850      342.449     2826.527
       3.627       24.800      346.168     2897.645
       3.832       32.925      354.660     2897.645
       4.034       23.600      358.586     3031.652
       4.235       31.025      364.676     3096.656
       4.437       27.300      371.355     3163.660
       4.638       29.800      376.688     3165.660
       4.839       29.775      380.344     3165.734
       5.042        0.000      380.344     3165.734
       5.247        1.225      380.344     3165.734
       5.450        0.000      380.344     3165.734
       5.652        0.000      380.344     3165.734
       5.854        2.475      380.527     3230.738
       6.055        0.000      380.527     3230.738
       6.259        0.000      380.527     3230.738
       6.462        0.000      380.527     3230.738
       6.663        0.000      380.527     3230.738
       6.864        1.250      380.527     3295.742
       7.066        0.000      380.527     3295.742
       7.270        0.000      380.527     3295.742
       7.472        0.000      380.527     3295.742
       7.676        0.000      380.527     3295.742
