# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.003        0.000       20.297     2385.613
       0.204       42.275       66.723     2894.336
       0.406       40.900      108.848     2939.152
       0.607       63.325      214.500     3064.777
       0.809       42.175      266.805     3120.773
       1.010       36.025      281.004     3130.785
       1.211       62.200      300.555     3132.785
       1.412       47.275      318.156     3132.785
       1.579       48.275      339.051     3135.191
       1.780       44.675      349.594     3135.785
       1.982       37.275      354.238     3202.789
       2.183       38.525      359.465     3202.789
       2.384       48.500      367.156     3204.797
       2.585       36.025      369.383     3206.797
       2.786       42.275      373.352     3532.816
       2.987       51.000      376.273     3534.816
       3.189       37.075      378.879     3794.832
       3.396       42.175      381.660     3861.836
       3.600       67.575      382.164     3861.836
       3.831       67.200      387.449     3861.836
       4.032       60.925      391.547     3928.859
       4.233       57.075      396.789     4255.918
       4.435       59.675      401.348     4263.742
       4.635       43.525      405.320     4271.797
       4.838       40.750      408.129     4280.922
       5.039       57.175      412.398     4282.922
       5.241       59.475      414.438     4285.934
       5.442       64.575      415.992     4287.531
       5.643       42.250      417.832     4289.531
       5.845       44.650      421.543     4289.531
       6.047       54.450      423.691     4292.535
       6.249       48.325      429.434     4295.676
       6.450       53.475      432.480     4295.676
       6.651       37.225      435.734     4302.531
       6.852       38.525      438.750     4305.535
       7.054       39.725      441.367     4305.535
       7.255       43.500      443.715     4307.609
       7.457       50.825      445.469     4307.746
       7.659       54.250      451.531     4310.020
       7.862       37.000      455.309     4312.020
       8.063       49.675      460.809     4312.609
       8.264       69.625      461.359     4312.609
       8.466       43.375      472.270     4312.609
       8.667       44.775      475.703     4313.016
       8.868       49.675      479.965     4313.016
       9.072       43.050      485.434     4313.016
       9.273       49.750      487.852     4313.016
       9.474       52.150      488.992     4314.156
       9.682       67.375      490.805     4319.625
       9.884       56.975      491.625     4326.652
      10.086       75.550      493.250     4331.672
      10.288       49.425      494.094     4331.672
      10.490       63.025      499.742     4338.680
      10.691       78.225      501.379     4338.680
      10.893       78.250      505.328     4343.836
      11.095       79.075      507.258     4345.562
      11.297       70.675      507.879     4345.562
      11.498       73.300      509.746     4345.562
      11.699       74.450      511.000     4345.562
      11.902       75.225      514.855     4345.562
      12.103       67.100      515.816     4345.562
      12.304       67.200      516.551     4345.562
      12.507       60.500      516.551     4345.699
      12.708       67.125      517.000     4346.699
      12.909       63.375      518.277     4347.562
      13.112       62.800      518.277     4347.562
      13.314       65.650      518.695     4347.699
      13.515       70.650      520.473     4349.105
      13.718       21.000      520.473     4349.105
      13.921        0.000      520.473     4349.105
      14.123        0.000      520.473     4349.105
      14.326        0.000      520.473     4349.105
      14.528        0.000      520.473     4349.105
